project_id,project_type,terrain,planned_days,planned_cost,regulatory_risk,season,vendor,vendor_rating,market_condition,actual_days,actual_cost,cost_overrun_pct,time_overrun_pct,cost_overrun,time_overrun
P00382,substation,plains,207,50000000.0,Medium,Summer,vendor_17,4.7,Stable,229,56831731.881150976,0.13663463762301953,0.10628019323671498,1,1
P00383,overhead_line,forest,122,10000000.0,Low,Summer,vendor_12,4.5,Stable,121,10320393.37789951,0.03203933778995108,-0.00819672131147541,0,0
P00384,substation,forest,213,50000000.0,Low,Winter,vendor_10,3.8,Stable,227,53188517.10066456,0.06377034201329126,0.06572769953051644,0,0
P00385,substation,hilly,201,50000000.0,High,Summer,vendor_3,3.9,Volatile,224,61260330.78125569,0.22520661562511385,0.11442786069651742,1,1
P00386,overhead_line,plains,122,10000000.0,Medium,Summer,vendor_9,4.7,Stable,114,9588675.832360242,-0.041132416763975846,-0.06557377049180328,0,0
P00387,substation,plains,180,50000000.0,Medium,Summer,vendor_9,4.4,Stable,187,53172406.11932946,0.0634481223865892,0.03888888888888889,0,0
P00388,substation,forest,183,50000000.0,Medium,Winter,vendor_18,3.3,Stable,189,52063154.81295388,0.04126309625907764,0.03278688524590164,0,0
P00389,overhead_line,forest,100,10000000.0,Low,Summer,vendor_5,3.1,Stable,100,10272487.096273948,0.02724870962739475,0.0,0,0
P00390,underground_cable,plains,137,20000000.0,Medium,Monsoon,vendor_14,3.0,Volatile,165,22178616.5268109,0.10893082634054498,0.20437956204379562,1,1
P00391,substation,plains,199,50000000.0,Medium,Summer,vendor_13,4.7,Volatile,184,49858111.43614806,-0.002837771277038753,-0.07537688442211055,0,0
P00392,substation,hilly,197,50000000.0,Low,Summer,vendor_2,2.7,Stable,196,50864173.67581827,0.017283473516365437,-0.005076142131979695,0,0
P00393,overhead_line,plains,138,10000000.0,Medium,Monsoon,vendor_8,4.2,Stable,167,10490599.890202263,0.04905998902022634,0.21014492753623187,0,1
P00394,overhead_line,forest,116,10000000.0,Low,Summer,vendor_11,4.2,Stable,102,9067778.86674472,-0.09322211332552806,-0.1206896551724138,0,0
P00395,overhead_line,forest,116,10000000.0,Low,Winter,vendor_17,3.3,Stable,124,10579877.758002544,0.05798777580025438,0.06896551724137931,0,0
P00396,substation,plains,155,50000000.0,Medium,Summer,vendor_15,3.1,Volatile,157,58766892.428094186,0.17533784856188372,0.012903225806451613,1,0
P00397,substation,plains,188,50000000.0,Low,Summer,vendor_2,2.9,Stable,194,52517341.04160924,0.05034682083218485,0.031914893617021274,0,0
P00398,substation,plains,160,50000000.0,Low,Winter,vendor_20,3.6,Volatile,166,58818901.516150765,0.1763780303230153,0.0375,1,0
P00399,overhead_line,plains,137,10000000.0,Low,Summer,vendor_6,3.3,Volatile,132,10268538.27647058,0.02685382764705792,-0.0364963503649635,0,0
P00400,underground_cable,plains,202,20000000.0,Low,Winter,vendor_2,2.9,Stable,215,21375273.044565674,0.06876365222828369,0.06435643564356436,0,0
P00401,overhead_line,plains,76,10000000.0,Low,Winter,vendor_10,2.8,Stable,90,11278810.327113625,0.12788103271136247,0.18421052631578946,1,1
P00402,substation,plains,171,50000000.0,Medium,Winter,vendor_15,4.4,Stable,161,47326537.126707256,-0.05346925746585488,-0.05847953216374269,0,0
P00403,overhead_line,plains,86,10000000.0,Medium,Monsoon,vendor_17,4.6,Stable,107,10548750.375124289,0.05487503751242887,0.2441860465116279,0,1
P00404,substation,forest,168,50000000.0,Low,Summer,vendor_17,2.8,Stable,168,51001775.59800773,0.02003551196015462,0.0,0,0
P00405,substation,plains,187,50000000.0,Medium,Winter,vendor_10,2.8,Volatile,196,54061909.01227855,0.08123818024557099,0.0481283422459893,0,0
P00406,substation,plains,158,50000000.0,Medium,Summer,vendor_19,3.3,Stable,187,59277645.02610927,0.18555290052218543,0.18354430379746836,1,1
P00407,substation,plains,150,50000000.0,Low,Monsoon,vendor_11,2.5,Volatile,163,62016254.65883874,0.24032509317677483,0.08666666666666667,1,0
P00408,underground_cable,forest,150,20000000.0,Low,Winter,vendor_2,2.9,Stable,163,21952410.150063843,0.09762050750319212,0.08666666666666667,0,0
P00409,overhead_line,plains,102,10000000.0,Low,Winter,vendor_13,4.9,Volatile,97,10544226.006827934,0.05442260068279337,-0.049019607843137254,0,0
P00410,substation,forest,177,50000000.0,Low,Monsoon,vendor_16,4.4,Stable,207,52212665.426119305,0.044253308522386105,0.1694915254237288,0,1
P00411,substation,plains,200,50000000.0,Low,Summer,vendor_2,4.2,Stable,178,45792196.60306844,-0.08415606793863117,-0.11,0,0
P00412,overhead_line,hilly,118,10000000.0,High,Winter,vendor_15,4.4,Volatile,105,8775214.577132663,-0.12247854228673373,-0.11016949152542373,0,0
P00413,substation,hilly,153,50000000.0,Low,Summer,vendor_1,4.6,Volatile,141,47621942.05189494,-0.04756115896210119,-0.0784313725490196,0,0
P00414,overhead_line,plains,124,10000000.0,Medium,Summer,vendor_9,3.4,Stable,142,11560151.712825987,0.15601517128259876,0.14516129032258066,1,1
P00415,substation,plains,171,50000000.0,Medium,Winter,vendor_20,4.8,Stable,165,47781111.527880006,-0.04437776944239989,-0.03508771929824561,0,0
P00416,underground_cable,forest,173,20000000.0,Low,Monsoon,vendor_9,3.3,Stable,174,20400547.282747336,0.020027364137366787,0.005780346820809248,0,0
P00417,overhead_line,plains,142,10000000.0,Low,Monsoon,vendor_19,3.9,Volatile,166,11736039.781892715,0.1736039781892715,0.16901408450704225,1,1
P00418,substation,forest,175,50000000.0,High,Winter,vendor_14,3.9,Stable,198,55767692.587972976,0.11535385175945953,0.13142857142857142,1,1
P00419,substation,plains,159,50000000.0,Medium,Winter,vendor_7,4.4,Stable,176,55869509.5591329,0.11739019118265792,0.1069182389937107,1,1
P00420,overhead_line,plains,103,10000000.0,High,Winter,vendor_11,4.0,Volatile,109,11366617.584221577,0.13666175842215772,0.05825242718446602,1,0
P00421,overhead_line,hilly,122,10000000.0,Low,Summer,vendor_10,4.9,Stable,128,10670341.708979797,0.06703417089797967,0.04918032786885246,0,0
P00422,substation,forest,204,50000000.0,Medium,Winter,vendor_2,4.6,Stable,199,49359175.21948072,-0.012816495610385538,-0.024509803921568627,0,0
P00423,overhead_line,plains,88,10000000.0,Low,Winter,vendor_19,3.4,Volatile,94,11903203.023055336,0.19032030230553354,0.06818181818181818,1,0
P00424,substation,plains,188,50000000.0,Low,Winter,vendor_5,2.8,Stable,214,57103953.24453465,0.14207906489069297,0.13829787234042554,1,1
P00425,overhead_line,forest,122,10000000.0,Low,Summer,vendor_10,4.8,Stable,115,9624959.970698334,-0.03750400293016657,-0.05737704918032787,0,0
P00426,overhead_line,hilly,105,10000000.0,Medium,Summer,vendor_10,4.3,Volatile,104,10769011.086333806,0.07690110863338057,-0.009523809523809525,0,0
P00427,substation,plains,148,50000000.0,Low,Winter,vendor_20,3.1,Volatile,148,57151317.35183613,0.1430263470367226,0.0,1,0
P00428,overhead_line,forest,120,10000000.0,Low,Summer,vendor_20,4.8,Stable,99,8450695.719969867,-0.15493042800301332,-0.175,0,0
P00429,underground_cable,plains,182,20000000.0,Low,Summer,vendor_8,3.3,Stable,187,20657416.92605017,0.03287084630250856,0.027472527472527472,0,0
P00430,overhead_line,forest,67,10000000.0,Low,Monsoon,vendor_10,3.0,Stable,77,10072039.714593723,0.007203971459372341,0.14925373134328357,0,1
P00431,substation,plains,178,50000000.0,Medium,Summer,vendor_1,3.5,Stable,191,54899660.578298196,0.09799321156596393,0.07303370786516854,0,0
P00432,substation,hilly,154,50000000.0,Medium,Summer,vendor_20,5.0,Volatile,136,48145568.159370475,-0.03708863681259051,-0.11688311688311688,0,0
P00433,overhead_line,forest,97,10000000.0,Low,Summer,vendor_16,3.3,Volatile,102,12127316.140106583,0.2127316140106583,0.05154639175257732,1,0
P00434,overhead_line,hilly,119,10000000.0,Low,Summer,vendor_8,3.9,Stable,124,10523514.669364696,0.05235146693646964,0.04201680672268908,0,0
P00435,substation,hilly,182,50000000.0,Low,Winter,vendor_9,3.5,Volatile,194,58099852.034459576,0.16199704068919152,0.06593406593406594,1,0
P00436,substation,plains,196,50000000.0,Low,Monsoon,vendor_8,3.5,Stable,212,47846870.400546886,-0.04306259198906228,0.08163265306122448,0,0
P00437,overhead_line,urban,119,10000000.0,Low,Winter,vendor_7,3.0,Stable,125,10477247.023237145,0.04772470232371446,0.05042016806722689,0,0
P00438,overhead_line,plains,149,10000000.0,Low,Winter,vendor_5,3.3,Stable,167,11086743.160319619,0.10867431603196188,0.12080536912751678,1,1
P00439,overhead_line,plains,107,10000000.0,Medium,Summer,vendor_6,3.2,Stable,105,9529997.400694923,-0.04700025993050765,-0.018691588785046728,0,0
P00440,overhead_line,plains,108,10000000.0,Low,Summer,vendor_12,4.9,Volatile,95,8924934.412334444,-0.1075065587665556,-0.12037037037037036,0,0
P00441,substation,hilly,199,50000000.0,Medium,Winter,vendor_2,4.4,Stable,206,52754091.874932714,0.05508183749865428,0.035175879396984924,0,0
P00442,substation,plains,172,50000000.0,Low,Winter,vendor_7,4.2,Stable,177,51799372.66491541,0.035987453298308256,0.029069767441860465,0,0
P00443,overhead_line,plains,142,10000000.0,Low,Summer,vendor_4,3.8,Stable,137,9813247.475786224,-0.0186752524213776,-0.035211267605633804,0,0
P00444,substation,urban,181,50000000.0,Low,Winter,vendor_17,4.3,Stable,179,49903381.18090708,-0.0019323763818584383,-0.011049723756906077,0,0
P00445,overhead_line,plains,104,10000000.0,Low,Winter,vendor_12,3.0,Volatile,109,10353370.512716128,0.035337051271612754,0.04807692307692308,0,0
P00446,overhead_line,urban,122,10000000.0,Low,Summer,vendor_4,3.2,Volatile,121,10646237.818240387,0.06462378182403873,-0.00819672131147541,0,0
P00447,substation,urban,153,50000000.0,Medium,Winter,vendor_6,3.4,Volatile,163,60059494.6900591,0.20118989380118207,0.06535947712418301,1,0
P00448,substation,plains,193,50000000.0,Low,Summer,vendor_20,4.0,Stable,191,50865375.91273652,0.017307518254730404,-0.010362694300518135,0,0
P00449,overhead_line,hilly,72,10000000.0,Medium,Monsoon,vendor_16,4.9,Stable,80,9384027.012651587,-0.06159729873484131,0.1111111111111111,0,1
P00450,substation,plains,192,50000000.0,High,Summer,vendor_3,2.7,Stable,194,51477878.97266162,0.029557579453232438,0.010416666666666666,0,0
P00451,substation,plains,176,50000000.0,Low,Monsoon,vendor_17,4.1,Volatile,202,56494606.31484776,0.1298921262969552,0.14772727272727273,1,1
P00452,overhead_line,plains,122,10000000.0,Low,Winter,vendor_19,4.3,Volatile,131,12861583.220913738,0.2861583220913738,0.07377049180327869,1,0
P00453,overhead_line,plains,170,10000000.0,Low,Winter,vendor_14,3.2,Stable,177,10450287.207728019,0.0450287207728019,0.041176470588235294,0,0
P00454,overhead_line,plains,78,10000000.0,Medium,Summer,vendor_13,3.8,Stable,77,10348922.449670248,0.034892244967024776,-0.01282051282051282,0,0
P00455,overhead_line,urban,141,10000000.0,Low,Winter,vendor_12,3.6,Volatile,146,10668735.547001675,0.06687355470016748,0.03546099290780142,0,0
P00456,substation,hilly,174,50000000.0,Medium,Summer,vendor_19,4.9,Stable,149,43367603.42852983,-0.13264793142940343,-0.14367816091954022,0,0
P00457,overhead_line,hilly,138,10000000.0,Low,Summer,vendor_1,4.4,Stable,130,9539718.425473353,-0.04602815745266471,-0.057971014492753624,0,0
P00458,overhead_line,hilly,151,10000000.0,Medium,Winter,vendor_7,4.2,Volatile,159,10910925.48360651,0.09109254836065099,0.052980132450331126,0,0
P00459,substation,hilly,163,50000000.0,Medium,Summer,vendor_18,3.5,Stable,195,59101149.24271876,0.18202298485437526,0.19631901840490798,1,1
P00460,substation,plains,187,50000000.0,Low,Summer,vendor_2,2.8,Stable,189,51012578.44981471,0.020251568996294142,0.0106951871657754,0,0
P00461,overhead_line,plains,93,10000000.0,High,Monsoon,vendor_3,3.6,Stable,122,10540392.768185249,0.05403927681852486,0.3118279569892473,0,1
P00462,substation,forest,147,50000000.0,Low,Winter,vendor_4,3.3,Stable,153,51905206.81659737,0.038104136331947445,0.04081632653061224,0,0
P00463,substation,hilly,164,50000000.0,Medium,Summer,vendor_12,4.3,Stable,208,62697278.73528044,0.2539455747056088,0.2682926829268293,1,1
P00464,overhead_line,urban,96,10000000.0,Low,Winter,vendor_16,3.9,Stable,104,10925305.333433812,0.09253053334338125,0.08333333333333333,0,0
P00465,substation,hilly,170,50000000.0,Low,Winter,vendor_13,3.3,Stable,191,55582774.522846155,0.11165549045692309,0.12352941176470589,1,1
P00466,overhead_line,plains,103,10000000.0,High,Monsoon,vendor_14,4.4,Volatile,148,12748608.411009818,0.27486084110098186,0.4368932038834951,1,1
P00467,overhead_line,hilly,154,10000000.0,Low,Winter,vendor_5,3.6,Stable,137,8963019.457147706,-0.10369805428522937,-0.11038961038961038,0,0
P00468,overhead_line,plains,104,10000000.0,Low,Summer,vendor_2,3.8,Stable,107,10537457.587545788,0.05374575875457879,0.028846153846153848,0,0
P00469,overhead_line,hilly,111,10000000.0,Low,Monsoon,vendor_2,4.9,Stable,115,9199991.910817873,-0.08000080891821272,0.036036036036036036,0,0
P00470,overhead_line,forest,95,10000000.0,Medium,Winter,vendor_6,4.2,Volatile,117,12928060.124425706,0.29280601244257054,0.23157894736842105,1,1
P00471,substation,hilly,169,50000000.0,Low,Monsoon,vendor_12,4.0,Volatile,191,52491787.186139375,0.0498357437227875,0.1301775147928994,0,1
P00472,underground_cable,plains,119,20000000.0,High,Monsoon,vendor_5,3.4,Stable,135,21465909.817194495,0.07329549085972477,0.13445378151260504,0,1
P00473,substation,hilly,182,50000000.0,Medium,Monsoon,vendor_16,3.6,Stable,187,52037432.02531385,0.04074864050627693,0.027472527472527472,0,0
P00474,overhead_line,urban,89,10000000.0,Low,Winter,vendor_6,2.8,Volatile,95,12021966.842431376,0.20219668424313758,0.06741573033707865,1,0
P00475,substation,hilly,184,50000000.0,Low,Summer,vendor_20,3.0,Stable,190,52224042.54059595,0.04448085081191897,0.03260869565217391,0,0
P00476,overhead_line,plains,114,10000000.0,Low,Monsoon,vendor_9,3.2,Volatile,143,11590836.675028093,0.1590836675028093,0.2543859649122807,1,1
P00477,overhead_line,hilly,126,10000000.0,Low,Winter,vendor_2,4.2,Volatile,134,10708422.753691413,0.07084227536914126,0.06349206349206349,0,0
P00478,substation,forest,189,50000000.0,Low,Winter,vendor_2,2.7,Stable,203,54775742.181685485,0.0955148436337097,0.07407407407407407,0,0
P00479,underground_cable,plains,149,20000000.0,Low,Monsoon,vendor_9,2.9,Volatile,173,23163112.15745905,0.15815560787295252,0.1610738255033557,1,1
P00480,substation,plains,179,50000000.0,Medium,Winter,vendor_16,3.0,Volatile,190,59721205.39967481,0.19442410799349621,0.061452513966480445,1,0
P00481,substation,forest,197,50000000.0,High,Summer,vendor_11,3.2,Stable,207,52925880.08653527,0.05851760173070535,0.050761421319796954,0,0
P00482,underground_cable,plains,158,20000000.0,Medium,Summer,vendor_15,3.0,Stable,179,23166247.362488225,0.15831236812441127,0.13291139240506328,1,1
P00483,substation,hilly,164,50000000.0,Medium,Summer,vendor_16,3.6,Volatile,163,55685494.96037704,0.11370989920754075,-0.006097560975609756,1,0
P00484,substation,plains,162,50000000.0,Low,Monsoon,vendor_18,3.4,Stable,172,54916544.80499303,0.09833089609986066,0.06172839506172839,0,0
P00485,substation,plains,199,50000000.0,Low,Monsoon,vendor_14,3.4,Stable,228,50441384.235549375,0.008827684710987509,0.1457286432160804,0,1
P00486,substation,urban,194,50000000.0,Low,Summer,vendor_5,4.5,Stable,176,46515311.36482606,-0.06969377270347879,-0.09278350515463918,0,0
P00487,overhead_line,urban,110,10000000.0,Medium,Summer,vendor_18,4.3,Stable,130,11553006.052120846,0.15530060521208458,0.18181818181818182,1,1
P00488,overhead_line,plains,113,10000000.0,Medium,Summer,vendor_14,4.9,Volatile,106,10070981.90065788,0.007098190065787919,-0.061946902654867256,0,0
P00489,underground_cable,plains,146,20000000.0,Medium,Summer,vendor_8,3.8,Volatile,139,20465233.65788053,0.023261682894026487,-0.04794520547945205,0,0
P00490,substation,plains,163,50000000.0,Medium,Summer,vendor_9,3.4,Volatile,163,53555602.460775085,0.0711120492155017,0.0,0,0
P00491,underground_cable,forest,143,20000000.0,Low,Summer,vendor_12,4.5,Stable,134,19066493.58535121,-0.0466753207324395,-0.06293706293706294,0,0
P00492,overhead_line,urban,119,10000000.0,Low,Winter,vendor_7,2.8,Stable,126,10571808.75109862,0.05718087510986198,0.058823529411764705,0,0
P00493,underground_cable,plains,167,20000000.0,Medium,Winter,vendor_11,4.1,Stable,164,19570589.14026052,-0.021470542986973935,-0.017964071856287425,0,0
P00494,substation,forest,189,50000000.0,Low,Winter,vendor_15,4.9,Volatile,196,54581726.72170123,0.09163453443402454,0.037037037037037035,0,0
P00495,substation,plains,181,50000000.0,Low,Winter,vendor_10,4.4,Volatile,173,50820755.37397429,0.01641510747948587,-0.04419889502762431,0,0
P00496,underground_cable,plains,161,20000000.0,Low,Summer,vendor_10,4.1,Volatile,162,21704913.493535254,0.08524567467676271,0.006211180124223602,0,0
P00497,overhead_line,plains,91,10000000.0,Medium,Summer,vendor_7,3.8,Stable,90,10136178.898549996,0.013617889854999631,-0.01098901098901099,0,0
P00498,underground_cable,plains,141,20000000.0,Low,Winter,vendor_10,2.7,Stable,148,21334088.61475446,0.06670443073772304,0.04964539007092199,0,0
P00499,overhead_line,urban,135,10000000.0,Low,Summer,vendor_13,3.6,Stable,136,10281402.446287809,0.028140244628780894,0.007407407407407408,0,0
P00500,underground_cable,urban,137,20000000.0,High,Summer,vendor_3,2.7,Volatile,167,23947741.75554436,0.19738708777721803,0.21897810218978103,1,1
P00501,substation,urban,189,50000000.0,Low,Winter,vendor_5,4.9,Stable,170,44998990.046987504,-0.10002019906024992,-0.10052910052910052,0,0
P00502,substation,plains,161,50000000.0,Low,Winter,vendor_11,4.2,Stable,153,46803568.895230226,-0.06392862209539547,-0.049689440993788817,0,0
P00503,substation,plains,154,50000000.0,Low,Winter,vendor_19,3.5,Volatile,149,52800119.553459324,0.05600239106918648,-0.032467532467532464,0,0
P00504,underground_cable,hilly,132,20000000.0,Low,Summer,vendor_10,2.8,Stable,138,21235464.286717363,0.06177321433586813,0.045454545454545456,0,0
P00505,overhead_line,plains,132,10000000.0,Low,Winter,vendor_5,3.2,Volatile,132,10926211.777716741,0.0926211777716741,0.0,0,0
P00506,overhead_line,hilly,96,10000000.0,Low,Monsoon,vendor_11,2.9,Stable,104,11125612.145117193,0.11256121451171934,0.08333333333333333,1,0
P00507,substation,hilly,178,50000000.0,Low,Winter,vendor_2,4.4,Stable,144,40680620.05731572,-0.18638759885368555,-0.19101123595505617,0,0
P00508,underground_cable,plains,176,20000000.0,Medium,Summer,vendor_3,3.8,Stable,189,21649896.746691704,0.0824948373345852,0.07386363636363637,0,0
P00509,overhead_line,urban,58,10000000.0,Medium,Summer,vendor_18,4.2,Volatile,59,10773743.79747759,0.07737437974775899,0.017241379310344827,0,0
P00510,overhead_line,plains,121,10000000.0,Low,Winter,vendor_18,4.2,Stable,125,10330579.100952262,0.033057910095226205,0.03305785123966942,0,0
P00511,overhead_line,plains,109,10000000.0,Low,Winter,vendor_18,3.6,Volatile,111,10056714.57771123,0.005671457771123015,0.01834862385321101,0,0
P00512,substation,hilly,171,50000000.0,Low,Winter,vendor_13,4.5,Stable,184,54598992.73767855,0.091979854753571,0.07602339181286549,0,0
P00513,underground_cable,forest,162,20000000.0,Low,Monsoon,vendor_11,3.3,Stable,211,23131667.934617683,0.15658339673088417,0.30246913580246915,1,1
P00514,overhead_line,hilly,117,10000000.0,Low,Winter,vendor_18,3.3,Stable,109,9386389.958174463,-0.06136100418255366,-0.06837606837606838,0,0
P00515,overhead_line,plains,96,10000000.0,Low,Summer,vendor_1,4.9,Volatile,93,11324098.542917093,0.13240985429170932,-0.03125,1,0
P00516,overhead_line,plains,116,10000000.0,Medium,Winter,vendor_10,3.2,Stable,131,11316481.968125315,0.13164819681253154,0.12931034482758622,1,1
P00517,substation,plains,119,50000000.0,Low,Winter,vendor_19,3.0,Stable,121,51250381.09053309,0.02500762181066185,0.01680672268907563,0,0
P00518,overhead_line,forest,122,10000000.0,Low,Winter,vendor_11,3.4,Volatile,124,10557056.564826123,0.05570565648261234,0.01639344262295082,0,0
P00519,underground_cable,hilly,146,20000000.0,Low,Summer,vendor_11,4.5,Stable,149,21388643.021515615,0.06943215107578077,0.02054794520547945,0,0
P00520,underground_cable,hilly,145,20000000.0,Low,Summer,vendor_14,3.8,Stable,142,20421617.630929846,0.021080881546492316,-0.020689655172413793,0,0
P00521,underground_cable,plains,160,20000000.0,Low,Winter,vendor_19,3.9,Stable,162,19972084.606141437,-0.0013957696929281578,0.0125,0,0
P00522,substation,plains,173,50000000.0,Medium,Summer,vendor_12,2.9,Stable,169,50070927.77647598,0.0014185555295196176,-0.023121387283236993,0,0
P00523,substation,urban,166,50000000.0,Low,Summer,vendor_5,2.8,Stable,196,59531959.08799909,0.19063918175998182,0.18072289156626506,1,1
P00524,substation,forest,199,50000000.0,High,Winter,vendor_14,3.5,Stable,213,53124682.42609506,0.06249364852190122,0.07035175879396985,0,0
P00525,substation,forest,171,50000000.0,Low,Summer,vendor_5,4.5,Volatile,165,51322513.59427675,0.026450271885534973,-0.03508771929824561,0,0
P00526,overhead_line,plains,114,10000000.0,High,Winter,vendor_16,3.8,Stable,100,8817098.115523575,-0.11829018844764251,-0.12280701754385964,0,0
P00527,underground_cable,plains,129,20000000.0,Low,Winter,vendor_7,2.7,Stable,126,19655138.287292514,-0.0172430856353743,-0.023255813953488372,0,0
P00528,substation,forest,208,50000000.0,Medium,Summer,vendor_19,4.7,Stable,195,47600277.898595914,-0.047994442028081716,-0.0625,0,0
P00529,substation,urban,178,50000000.0,Low,Summer,vendor_18,4.6,Stable,184,52416899.549789354,0.04833799099578708,0.033707865168539325,0,0
P00530,overhead_line,plains,108,10000000.0,High,Summer,vendor_1,4.6,Volatile,138,13424534.248588108,0.34245342485881075,0.2777777777777778,1,1
P00531,overhead_line,hilly,120,10000000.0,Low,Summer,vendor_8,2.9,Stable,133,11247693.856247945,0.12476938562479448,0.10833333333333334,1,1
P00532,overhead_line,urban,109,10000000.0,Medium,Monsoon,vendor_18,4.7,Stable,108,10046939.490837716,0.004693949083771557,-0.009174311926605505,0,0
P00533,overhead_line,plains,108,10000000.0,Low,Summer,vendor_8,3.4,Stable,118,11063991.496499056,0.1063991496499056,0.09259259259259259,1,0
P00534,overhead_line,plains,140,10000000.0,Low,Summer,vendor_13,3.9,Stable,138,10330954.737534922,0.033095473753492165,-0.014285714285714285,0,0
P00535,overhead_line,plains,117,10000000.0,Low,Summer,vendor_17,4.9,Stable,112,9692845.28120883,-0.030715471879117006,-0.042735042735042736,0,0
P00536,substation,plains,176,50000000.0,Medium,Monsoon,vendor_12,3.1,Stable,183,52578122.80832605,0.05156245616652101,0.03977272727272727,0,0
P00537,substation,urban,211,50000000.0,Low,Winter,vendor_7,4.8,Volatile,210,55311814.50104738,0.1062362900209476,-0.004739336492890996,1,0
P00538,overhead_line,plains,118,10000000.0,Low,Summer,vendor_13,4.1,Stable,117,10299680.845150467,0.029968084515046702,-0.00847457627118644,0,0
P00539,substation,urban,155,50000000.0,Medium,Winter,vendor_13,4.3,Stable,184,57635498.12508573,0.15270996250171454,0.1870967741935484,1,1
P00540,overhead_line,urban,101,10000000.0,Medium,Winter,vendor_13,3.2,Volatile,116,12596152.875152923,0.25961528751529234,0.1485148514851485,1,1
P00541,overhead_line,plains,159,10000000.0,Medium,Winter,vendor_10,3.6,Stable,161,10017554.121580787,0.0017554121580787003,0.012578616352201259,0,0
P00542,overhead_line,hilly,121,10000000.0,Low,Winter,vendor_9,4.4,Stable,116,9590510.426835006,-0.04094895731649939,-0.04132231404958678,0,0
P00543,substation,urban,194,50000000.0,Medium,Summer,vendor_12,3.7,Stable,203,52834623.595812246,0.05669247191624492,0.04639175257731959,0,0
P00544,underground_cable,forest,145,20000000.0,Low,Winter,vendor_11,3.1,Stable,162,22625807.644626703,0.13129038223133516,0.11724137931034483,1,1
P00545,substation,urban,187,50000000.0,Medium,Summer,vendor_20,2.6,Stable,208,56792730.48272063,0.13585460965441257,0.11229946524064172,1,1
P00546,substation,hilly,190,50000000.0,Medium,Monsoon,vendor_17,2.6,Stable,227,53558815.913787395,0.0711763182757479,0.19473684210526315,0,1
P00547,overhead_line,urban,134,10000000.0,High,Winter,vendor_18,4.6,Stable,137,10092423.861894378,0.009242386189437844,0.022388059701492536,0,0
P00548,overhead_line,hilly,90,10000000.0,Medium,Winter,vendor_17,2.8,Stable,93,10618592.805050805,0.06185928050508052,0.03333333333333333,0,0
P00549,overhead_line,plains,119,10000000.0,High,Summer,vendor_7,2.9,Stable,115,9743699.069056762,-0.02563009309432376,-0.03361344537815126,0,0
P00550,substation,plains,195,50000000.0,Medium,Winter,vendor_7,3.1,Volatile,204,54351214.77940116,0.08702429558802321,0.046153846153846156,0,0
P00551,substation,plains,191,50000000.0,High,Monsoon,vendor_10,4.8,Stable,253,60288375.148396626,0.20576750296793253,0.32460732984293195,1,1
P00552,substation,hilly,194,50000000.0,Medium,Winter,vendor_2,4.9,Stable,216,55982630.2641037,0.11965260528207407,0.1134020618556701,1,1
P00553,substation,plains,172,50000000.0,Low,Summer,vendor_7,4.8,Volatile,166,53473453.2410689,0.06946906482137799,-0.03488372093023256,0,0
P00554,overhead_line,urban,114,10000000.0,Low,Summer,vendor_7,4.9,Stable,112,9910898.073236832,-0.00891019267631676,-0.017543859649122806,0,0
P00555,overhead_line,plains,82,10000000.0,Low,Summer,vendor_17,2.6,Volatile,91,11315686.612215519,0.1315686612215519,0.10975609756097561,1,1
P00556,substation,hilly,157,50000000.0,Low,Summer,vendor_20,2.8,Stable,165,54467992.748350136,0.08935985496700272,0.050955414012738856,0,0
P00557,overhead_line,plains,124,10000000.0,Medium,Summer,vendor_8,3.9,Volatile,149,12031873.462774543,0.2031873462774543,0.20161290322580644,1,1
P00558,overhead_line,plains,124,10000000.0,Low,Summer,vendor_13,4.5,Stable,124,10181275.57894517,0.01812755789451692,0.0,0,0
P00559,overhead_line,plains,113,10000000.0,High,Winter,vendor_17,3.9,Volatile,114,10026047.987766938,0.0026047987766938284,0.008849557522123894,0,0
P00560,substation,forest,221,50000000.0,Medium,Winter,vendor_13,2.6,Stable,253,58452490.78274001,0.16904981565480023,0.14479638009049775,1,1
P00561,overhead_line,plains,124,10000000.0,Medium,Winter,vendor_1,4.5,Stable,124,9555624.910075216,-0.04443750899247844,0.0,0,0
P00562,overhead_line,plains,156,10000000.0,Low,Winter,vendor_18,4.9,Stable,137,8856061.090202875,-0.11439389097971246,-0.12179487179487179,0,0
P00563,overhead_line,hilly,130,10000000.0,Medium,Summer,vendor_11,3.5,Volatile,143,11724919.421828756,0.1724919421828756,0.1,1,0
P00564,substation,urban,188,50000000.0,Low,Summer,vendor_8,4.0,Stable,184,49925848.77758448,-0.0014830244483104349,-0.02127659574468085,0,0
P00565,overhead_line,plains,111,10000000.0,Medium,Summer,vendor_4,3.3,Volatile,119,11636971.081789171,0.16369710817891714,0.07207207207207207,1,0
P00566,overhead_line,plains,102,10000000.0,Low,Summer,vendor_13,4.0,Stable,105,10376393.23665172,0.037639323665172045,0.029411764705882353,0,0
P00567,substation,hilly,131,50000000.0,Low,Winter,vendor_3,2.7,Volatile,143,61935914.562039085,0.2387182912407817,0.0916030534351145,1,0
P00568,overhead_line,forest,131,10000000.0,Medium,Summer,vendor_10,3.2,Stable,136,10153629.426511677,0.015362942651167699,0.03816793893129771,0,0
